アカウント,投稿日時,投稿種別,いいね数,コメント数,投稿文
smartlabo,2023/06/29 12:35,フィード,8,0,"𝐒𝐦𝐚𝐫𝐭𝐥𝐚𝐛𝐨.𝐬𝐭𝐲𝐥𝐞 阪急三番街です✨

マットな色が可愛い💚iFace くすみシリーズ🤳

マット加工が施されツヤ感をおさえた
ニュアンスカラーでオシャレ🎶

iFaceの特徴である、なめらかなSラインの曲線が
手にフィットし安定感バッチリ👍🏻💖

TPUの耐衝撃素材とポリカーボネートの二重構造で
傷や衝撃から大切なiPhoneを守ってくれます🥳🪄

シンプルなデザインはユニセックスで楽しめ
カラーバリエーションが豊富なので
カップルやお友達とのお揃いにもおすすめ😍💯

価格⏩￥3,300(税込)

気になった方はぜひ商品をチェックしてみて下さい😌🤝🏻✨

他にも、かわいくてオシャレな #iPhoneケース や
#多機種対応ケース も数多く取り揃えております🪄
　　
ぜひ店頭ににてご覧ください🎀

⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ 
☁️ 𝐒𝐦𝐚𝐫𝐭𝐥𝐚𝐛𝐨.𝐬𝐭𝐲𝐥𝐞 阪急三番街 𝐓𝐰𝐢𝐭𝐭𝐞𝐫☁️
【@ Sls_hankyu】で検索🔍
新商品•お得なセール情報などを更新しています💝
こちらのフォローもお願いします₍ᐢ.ˬ.ᐢ₎🎶🎶
⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰

#iface#iPhoneケース#iPhoneカバー#くすみカラー#くすみコーデ#スマラボ#スマートラボ #smartlabo#阪急三番街 #梅田#大阪#パステル#パステルピンク#お揃い#ニュアンスカラー#携帯カバー#アイフォンケース#スマホケース#アイフェイス#hamme#ハミー"
widyay,2023/06/29 12:07,フィード,8,1,"Tops Cafe’s specialty chocolate cake, triple-layered sponge cake with walnuts covered in chocolate cream."
desert_rose_spark,2023/06/29 11:39,フィード,13,0,"商品のお問い合わせは、リアルショップまたは
desertrose_online@spark-dr.co.jpでも受け付けております。

DESERTROSE
クリスタ長堀店
TEL:06-6282-2191
阪急三番街店
TEL:06-6359-3733
京都大丸店
TEL:075-211-8111(代表)
西宮阪急店　婦人靴売場
TEL:0798-62-1381(代表)
神戸阪急店
TEL: 078-200-7407

毎日更新しています、是非フォローお待ちしております♡

#DESERTROSE 
#fashion #instafashion #coordinate
#デザートローズ#ファッション
#ファッションコーデ
#ファッション通販
#クリスタ長堀 #京都大丸
#西宮阪急 #阪急三番街　#神戸阪急
#アラサーコーデ
#アラサー女子
#アラフォーコーデ
#アラフォーファッション
#大人コーデ
#大人カジュアル
#オトナ女子
#ファッション好きな人と繋がりたい
#お洒落さんと繋がりたい
#おしゃれさんと繋がりたい
#高身長コーデ　#低身長コーデ
#パンツコーデ　#スカートコーデ"
napoliumeda,2023/06/29 11:38,フィード,13,0,"𝗤𝘂𝗮𝘁𝘁𝗿𝗼🍽𝗡𝗮𝗽𝗼𝗹𝗶 梅田阪急三番街店

𓈒𓏸𓈒꙳𓂃 𓈒𓏸𓈒꙳𓂃 𓈒𓏸𓈒꙳𓂃 𓈒𓏸𓈒꙳𓂃 𓈒𓏸𓈒꙳𓂃
海老とアボカドのクリームスパゲッティ

女性に人気のこちらのパスタ。
是非お試しくださいませ。

今週も皆様のご来店
お待ちしております。
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
〜クワトロ ナポリ阪急三番街〜
ナポリ発祥のラザニアをはじめ、
スパゲッティ,ピザ,グラタン等
4つの料理をご用意👨‍🍳👩‍🍳
伝統料理に新たな発想を取り入れた
【生ラザニア】début🇮🇹
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

#クワトロナポリ阪急三番街 
#クワトロナポリ梅田 
#梅田阪急三番街 
#阪急三番街グルメ #阪急三番街 
#梅田ランチ #梅田グルメ 
#梅田イタリアン #umeda #ラザニア
#神戸にんにくや"
pastadepasta_umeda,2023/06/29 11:28,フィード,12,0,"パスタデパスタ阪急三番街です🍝

当店自慢のスイーツ。
食後のデザートにいかがですか？

本日も阪急三番街で皆様のご来店
お待ちしております☺️

─･･─･･─･･─･･─･･─･･─･･─･･─･･─

定番からオリジナルまで常時30種類以上のパスタに人気のピッツァや大人気！4種類のお味が選べる名物30cmバケットツリー、パティシエ自慢のデザートなどなど👩‍🍳👨‍🍳

─･･─･･─･･─･･─･･─･･─･･─･･─･･─
#パスタデパスタ阪急三番街 
#パスタデパスタ 
#梅田ランチ 
#梅田グルメ 
#梅田パスタ 
#梅田イタリアン 
#大阪パスタ 
#大阪グルメ部 
#阪急三番街 
#阪急三番街ランチ 
#阪急三番街グルメ 
#umeda 
#神戸にんにくや"
creme_et_rouge,2023/06/29 10:47,フィード,6,0,".

こんにちは✨
クレームエルージュ阪急三番街店です💄

すっかり夏らしく、暑くなってきましたね☀️
室内と外の気温差でバテていませんか？💦

エアコン、冷たい飲みもので意外と身体は冷えています💦
そして冷えは美容の大敵です💦

そんな毎日のお供に、BARTHの入浴剤はいかがでしょうか？

BARTHは当店で1番人気の入浴剤です👑

過去には、これを使ったら翌朝家族みんなで寝坊したというエピソードでバズったすごい入浴剤です😪💤

中性重炭酸入りの入浴剤がお湯に溶け込み、
有効成分が温浴効果を高めてくれます。

そして、今大人気の「猫に転生したおじさん」とコラボ中🐈‍⬛
#ねこおじ #プンちゃん 

↓こちらから読めます💓
やじま先生　yajima_en 

かくいう私もプンちゃんの大ファンで毎日の楽しみです💗
うにゃにゃーにゃん🥫🐟

売り場にはプンちゃんがたくさん！！！
プンちゃんのおかげで、とっても可愛い売り場になりました💓

プンちゃん、てんしゃい？？✨

ぜひ、プンちゃんに癒されにきてください❤️
そしてBARTHであったまってください🛁

皆さまのご来店をお待ちしております⭐️

#BARTH
#入浴剤
#温活
#猫に転生したおじさん 
#プンちゃん
#寝子になりたい
#クレームエルージュ
#阪急三番街
#shopin
#ショップイン"
misterquickman_official,2023/06/29 10:04,リール,7,0,"#カバン修理クイックマン 
 #ファスナー交換 
 #リュック修理クイックマン
 #カバンカスタム 
 #大阪靴修理クイックマン
 #なんばcity 
 #ホワイティうめだ 
 #阪急三番街 
 #ミスタークイックマン 
 #メンディングサービス"
phoenix_flowershop,2023/06/29 09:49,フィード,8,0,"【New Fair】
ー青梅雨ー

木々の葉をいっそうと
青々と濃くさせる雨。
雨が真珠の様に紫陽花を
キラキラさせる風景が
思い浮かびます。
#憂鬱な雨
からお花と一緒に楽む雨に。

#アジサイの始まり

日本に自生していた紫陽花が
西洋に渡って品種改良され
日本に逆輸入されたことから始まりました。
日本の紫陽花は西洋の
ルーツになっており
広く出回っております。

“アジサイ“の根源となった
国産のホンアジサイを
梅雨と一緒に楽しみ、飾る。

phoenix_flowershop 

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 
#ブーケ#アレンジメント
#サプライズギフト
#記念日プレゼント
#紫陽花
#国産紫陽花
#アジサイ
#梅雨
#青梅雨
#withflowers 
#flower#flowershop 
#flowerstagram
#flowerslovers"
phoenix_flowershop,2023/06/29 09:49,フィード,5,0,"【New Fair】
ー青梅雨ー

木々の葉をいっそうと
青々と濃くさせる雨。
雨が真珠の様に紫陽花を
キラキラさせる風景が
思い浮かびます。
#憂鬱な雨
からお花と一緒に楽む雨に。

#アジサイの始まり

日本に自生していた紫陽花が
西洋に渡って品種改良され
日本に逆輸入されたことから始まりました。
日本の紫陽花は西洋の
ルーツになっており
広く出回っております。

“アジサイ“の根源となった
国産のホンアジサイを
梅雨と一緒に楽しみ、飾る。

phoenix_flowershop 

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 
#ブーケ#アレンジメント
#サプライズギフト
#記念日プレゼント
#紫陽花
#国産紫陽花
#アジサイ
#梅雨
#青梅雨
#withflowers 
#flower#flowershop 
#flowerstagram
#flowerslovers"
phoenix_flowershop,2023/06/29 09:49,フィード,10,0,"【New Fair】
ー青梅雨ー

木々の葉をいっそうと
青々と濃くさせる雨。
雨が真珠の様に紫陽花を
キラキラさせる風景が
思い浮かびます。
#憂鬱な雨
からお花と一緒に楽む雨に。

#アジサイの始まり

日本に自生していた紫陽花が
西洋に渡って品種改良され
日本に逆輸入されたことから始まりました。
日本の紫陽花は西洋の
ルーツになっており
広く出回っております。

“アジサイ“の根源となった
国産のホンアジサイを
梅雨と一緒に楽しみ、飾る。

phoenix_flowershop 

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 
#ブーケ#アレンジメント
#サプライズギフト
#記念日プレゼント
#紫陽花
#国産紫陽花
#アジサイ
#梅雨
#青梅雨
#withflowers 
#flower#flowershop 
#flowerstagram
#flowerslovers"
kitchenkitchen_official,2023/06/29 09:02,フィード,110,0,".
 
゜+.―――――
　テーブルウェアとかごものフェア
　　　　　　開催のご案内！
　　　　　　　　　　　―――――.+゜
 
”テーブルウェアとかごものフェア”では
日ごろの感謝の気持ちを込めた
「特別な商品」を「特別な価格」でご用意しました。
 
 
7月14日(金)スタートの第1弾は…
日々のくらしに便利なかごものを特別セレクトした
 
＼　\\　　　　　　　　　　　　//　／
　 くらしに寄り添うかごものフェア
／　//　　　　　　　　　　　　\\　＼
 
 
内布が付いた持ち手付き柳バスケットをはじめ
収納にも使える蓋付き柳バスケットや
木製トレーとの組み合わせをお楽しみいただける
アイアンバスケットをご用意しました。
 
 
第1弾イベント期間は
2023年7月14日(金)～7月24日(月)！！
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
 
ご用意しました特別な商品は
期間限定・数量限定ですのでお見逃しのなく！
 
※第2弾情報は後日発表！お楽しみに♪*。
 
 
꒰ 第1弾ランナップ ꒱
*持ち手内布付 柳バスケット L
(約W29×D18×H15cm(持ち手含む26cm))
1100yen(税込)
 
*持ち手内布付 柳バスケット M
(約W23×D15×H13cm(持ち手含む20cm))
550yen(税込)
 
*蓋内布付き柳バスケット (W35×D28×H29.5cm)
2200yen(税込)
 
*木製トレー スクエア (ナチュラル) (W42×D30×H1.5cm)
770yen(税込)
 
*アイアンバスケット スクエア (ブラック)
(W38.5×D26×H33.5cm)
1100yen(税込)
 
 
⚠️第1弾販売開始日：2023年7月14日(金)～
　  第2弾販売開始日：2023年8月1日(火)～
⚠️ご予約は承っておりません
⚠️記載の限定数は「1店舗あたり」の数量です
 
＊＊オンラインショップでの販売について＊＊
多くのお客様にお買い上げいただけるよう
オンラインショップでも販売いたします。
ぜひご利用くださいませ。
【販売開始日】
第1弾：7月18日(火) 10時開始予定
第2弾：8月1日(火) 10時開始予定
※第1弾は店舗販売開始日とは異なりますので
　ご注意くださいませ。
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
 
 
#kitchenkitchen
#キッチンキッチン
#ケーバイケーバイキッチンキッチン

【店舗案内】
▶︎東京都
#ルミネ立川 7F
#アトレ吉祥寺 B1F
▶︎神奈川県
#ジョイナス 1F
▶︎大阪府
#阪急三番街 B2F
#あべのキューズモール B1F
▶︎愛知県
#タカシマヤゲートタワー

⚠️時間短縮営業を行っている店舗がございますので、
ご来店の際には各商業施設のホームページ情報を
ご確認くださいませ。

#テーブルウェアとかごものフェア #くらしに寄り添うかごものフェア #サマーフェア #キッチンキッチンのサマーフェア #柳バスケット #アイアンバスケット #木製トレー #収納 #見せる収納"
kitchenkitchen_official,2023/06/29 09:01,フィード,199,0,".
 
゜+.―――――
　テーブルウェアとかごものフェア
　　　　　　開催のご案内！
　　　　　　　　　　　―――――.+゜
 
”テーブルウェアとかごものフェア”では
日ごろの感謝の気持ちを込めた
「特別な商品」を「特別な価格」でご用意しました。
 
 
7月14日(金)スタートの第1弾は…
日々のくらしに便利なかごものを特別セレクトした
 
＼　\\　　　　　　　　　　　　//　／
　 くらしに寄り添うかごものフェア
／　//　　　　　　　　　　　　\\　＼
 
 
内布が付いた持ち手付き柳バスケットをはじめ
収納にも使える蓋付き柳バスケットや
木製トレーとの組み合わせをお楽しみいただける
アイアンバスケットをご用意しました。
 
 
第1弾イベント期間は
2023年7月14日(金)～7月24日(月)！！
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
 
ご用意しました特別な商品は
期間限定・数量限定ですのでお見逃しのなく！
 
※第2弾情報は後日発表！お楽しみに♪*。
 
 
꒰ 第1弾ランナップ ꒱
*持ち手内布付 柳バスケット L
(約W29×D18×H15cm(持ち手含む26cm))
1100yen(税込)
 
*持ち手内布付 柳バスケット M
(約W23×D15×H13cm(持ち手含む20cm))
550yen(税込)
 
*蓋内布付き柳バスケット (W35×D28×H29.5cm)
2200yen(税込)
 
*木製トレー スクエア (ナチュラル) (W42×D30×H1.5cm)
770yen(税込)
 
*アイアンバスケット スクエア (ブラック)
(W38.5×D26×H33.5cm)
1100yen(税込)
 
 
⚠️第1弾販売開始日：2023年7月14日(金)～
　  第2弾販売開始日：2023年8月1日(火)～
⚠️ご予約は承っておりません
⚠️記載の限定数は「1店舗あたり」の数量です
 
＊＊オンラインショップでの販売について＊＊
多くのお客様にお買い上げいただけるよう
オンラインショップでも販売いたします。
ぜひご利用くださいませ。
【販売開始日】
第1弾：7月18日(火) 10時開始予定
第2弾：8月1日(火) 10時開始予定
※第1弾は店舗販売開始日とは異なりますので
　ご注意くださいませ。
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
 
 
#kitchenkitchen
#キッチンキッチン
#ケーバイケーバイキッチンキッチン

【店舗案内】
▶︎東京都
#ルミネ立川 7F
#アトレ吉祥寺 B1F
▶︎神奈川県
#ジョイナス 1F
▶︎大阪府
#阪急三番街 B2F
#あべのキューズモール B1F
▶︎愛知県
#タカシマヤゲートタワー

⚠️時間短縮営業を行っている店舗がございますので、
ご来店の際には各商業施設のホームページ情報を
ご確認くださいませ。

#テーブルウェアとかごものフェア #くらしに寄り添うかごものフェア #サマーフェア #キッチンキッチンのサマーフェア #柳バスケット #アイアンバスケット #木製トレー #収納 #見せる収納"
